,Rank,Restaurant Name,Style,Rate,Site Link
3792,3973,Elm Tree Sandwich Shop,Deli,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32240-d4650548-Reviews-Elm_Tree_Sandwich_Shop-Commerce_California.html
3793,3974,Massis Kabob,Middle Eastern,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d953359-Reviews-Massis_Kabob-Los_Angeles_California.html
3794,3975,Toro Grillhouse,"Mexican, AsianMenu",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d7900884-Reviews-Toro_Grillhouse-Glendale_California.html
3795,3976,Stefano's,ItalianMenu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d508345-Reviews-Stefano_s-Los_Angeles_California.html
3796,3977,Greenview Thai,ThaiMenu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d826097-Reviews-Greenview_Thai-Los_Angeles_California.html
3797,3978,Zermeno's Restaurant,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4917973-Reviews-Zermeno_s_Restaurant-Los_Angeles_California.html
3798,3979,Lost and Found,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4930989-Reviews-Lost_and_Found-Los_Angeles_California.html
3799,3980,El Prado,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5481777-Reviews-El_Prado-Los_Angeles_California.html
3800,3981,Cafe Giverny,Cafe,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7676579-Reviews-Cafe_Giverny-Los_Angeles_California.html
3801,3982,Sushi House,"Sushi, Japanese",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d477386-Reviews-Sushi_House-Los_Angeles_California.html
3802,3983,Melody Pizza,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12378431-Reviews-Melody_Pizza-Los_Angeles_California.html
3803,3984,The Vine Street Cafe,Menu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15104366-Reviews-The_Vine_Street_Cafe-Los_Angeles_California.html
3804,3985,House of Shish Kabob,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4661951-Reviews-House_of_Shish_Kabob-Los_Angeles_California.html
3805,3986,Pick Up Stix Fresh Asian Flavors,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d4254545-Reviews-Pick_Up_Stix_Fresh_Asian_Flavors-Alhambra_California.html
3806,3987,Snowla Shavery,"Asian, Korean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8485980-Reviews-Snowla_Shavery-Los_Angeles_California.html
3807,3988,Pick Up Stix,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4250060-Reviews-Pick_Up_Stix-Los_Angeles_California.html
3808,3989,Layla Mediterranean Cafe,"Mediterranean, Greek",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1947329-Reviews-Layla_Mediterranean_Cafe-Los_Angeles_California.html
3809,3990,Galleria Market,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4486033-Reviews-Galleria_Market-Los_Angeles_California.html
3810,3991,La Pizza La Pasta,Italian,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d17527544-Reviews-La_Pizza_La_Pasta-Los_Angeles_California.html
3811,3992,Ciccero's Pizza,PizzaMenu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3736952-Reviews-Ciccero_s_Pizza-Los_Angeles_California.html
3812,3993,Pho Rider,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10892757-Reviews-Pho_Rider-Los_Angeles_California.html
3813,3994,Pronto's,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5562600-Reviews-Pronto_s-Los_Angeles_California.html
3814,3995,Mio Babbo's,Italian,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d491157-Reviews-Mio_Babbo_s-Los_Angeles_California.html
3815,3996,Lot 1 Cafe,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1093896-Reviews-Lot_1_Cafe-Los_Angeles_California.html
3816,3997,Wolfgang Puck Bar And Pizza,Pizza,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10452409-Reviews-Wolfgang_Puck_Bar_And_Pizza-Los_Angeles_California.html
3817,3998,Szechwan Palace Restaurant,"Chinese, Asian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4797048-Reviews-Szechwan_Palace_Restaurant-Los_Angeles_California.html
3818,3999,Galanga Take Two,"Asian, Thai",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d10026159-Reviews-Galanga_Take_Two-Pasadena_California.html
3819,4000,Pressed Juicery,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15171910-Reviews-Pressed_Juicery-Los_Angeles_California.html
3820,4001,NM Cafe,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4478722-Reviews-NM_Cafe-Los_Angeles_California.html
3821,4002,Poke by Hawaii,"Seafood, Healthy",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11702182-Reviews-Poke_by_Hawaii-Los_Angeles_California.html
3822,4003,88 Steak House,Steakhouse,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10734861-Reviews-88_Steak_House-Los_Angeles_California.html
3823,4004,Amante Pizza and Pasta California,Pizza,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5077459-Reviews-Amante_Pizza_and_Pasta_California-Los_Angeles_California.html
3824,4005,Ritter's Steam Kettle Cooking,Seafood,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d12434885-Reviews-Ritter_s_Steam_Kettle_Cooking-Alhambra_California.html
3825,4006,Great Wall Chinese Restaurant,"Chinese, Asian",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d516843-Reviews-Great_Wall_Chinese_Restaurant-Los_Angeles_California.html
3826,4007,Posto Giusto,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13452018-Reviews-Posto_Giusto-Los_Angeles_California.html
3827,4008,Sake Sake,Japanese,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4887820-Reviews-Sake_Sake-Los_Angeles_California.html
3828,4009,Peru's Taste,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5045766-Reviews-Peru_s_Taste-Los_Angeles_California.html
3829,4010,Tiara Cafe,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1120061-Reviews-Tiara_Cafe-Los_Angeles_California.html
3830,4011,Hecho En Mexico,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4477829-Reviews-Hecho_En_Mexico-Los_Angeles_California.html
3831,4012,Cru Raw Food,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1064275-Reviews-Cru_Raw_Food-Los_Angeles_California.html
3832,4013,Spireworks,Mediterranean,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12335604-Reviews-Spireworks-Los_Angeles_California.html
3833,4014,Oil Can Harry's,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5088911-Reviews-Oil_Can_Harry_s-Los_Angeles_California.html
3834,4015,Jakkapat Thai Restaurant,"Asian, ThaiMenu",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d19666900-Reviews-Jakkapat_Thai_Restaurant-Los_Angeles_California.html
3835,4016,California Hot Pot,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d4715227-Reviews-California_Hot_Pot-Alhambra_California.html
3836,4017,Beetle House LA,American,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12574537-Reviews-Beetle_House_LA-Los_Angeles_California.html
3837,4018,Garden Cafe,"Chinese, Asian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d510020-Reviews-Garden_Cafe-Alhambra_California.html
3838,4019,Royal Orchid,ThaiMenu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8691384-Reviews-Royal_Orchid-Los_Angeles_California.html
3839,4020,La Estrella Taco Truck,Mexican,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1172015-Reviews-La_Estrella_Taco_Truck-Los_Angeles_California.html
3840,4021,Ramen by Omae,"Japanese, Asian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d6476880-Reviews-Ramen_by_Omae-Los_Angeles_California.html
3841,4022,Chez Tex,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10815548-Reviews-Chez_Tex-Los_Angeles_California.html
3842,4023,Daw Yee Myanmar Corner,"Asian, Burmese",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15101172-Reviews-Daw_Yee_Myanmar_Corner-Los_Angeles_California.html
3843,4024,Mora Italiano,"Italian, Wine Bar",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4765512-Reviews-Mora_Italiano-Los_Angeles_California.html
3844,4025,IHOP,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4659448-Reviews-IHOP-Los_Angeles_California.html
3845,4026,The Alley Dog,"Mexican, Fast Food",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2413533-Reviews-The_Alley_Dog-Los_Angeles_California.html
3846,4027,Buffalo Wild Wings,American,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7238250-Reviews-Buffalo_Wild_Wings-Los_Angeles_California.html
3847,4028,The Flame Broiler,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7161826-Reviews-The_Flame_Broiler-Los_Angeles_California.html
3848,4029,Kfc,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13974584-Reviews-Kfc-Los_Angeles_California.html
3849,4030,Togo's Granada Hills,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4855990-Reviews-Togo_s_Granada_Hills-Los_Angeles_California.html
3850,4031,El Rancherito,MexicanMenu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d944729-Reviews-El_Rancherito-Los_Angeles_California.html
3851,4032,Islands,"American, Bar",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1074976-Reviews-Islands-Los_Angeles_California.html
3852,4033,La Vaca Brazilian Grill,"Brazilian, South AmericanMenu",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4365872-Reviews-La_Vaca_Brazilian_Grill-Los_Angeles_California.html
3853,4034,Star of India Tandoori Restaurant,Indian,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d376003-Reviews-Star_of_India_Tandoori_Restaurant-Los_Angeles_California.html
3854,4035,Uncle Paulie's Deli,Deli,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12074296-Reviews-Uncle_Paulie_s_Deli-Los_Angeles_California.html
3855,4036,Yang's Kitchen,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d19791019-Reviews-Yang_s_Kitchen-Alhambra_California.html
3856,4037,Olympus Greek Tavern,Greek,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d779441-Reviews-Olympus_Greek_Tavern-Los_Angeles_California.html
3857,4038,I Love Boba,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4519711-Reviews-I_Love_Boba-Los_Angeles_California.html
3858,4039,Baja Fresh,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d1732225-Reviews-Baja_Fresh-West_Hollywood_California.html
3859,4040,Kim's Restaurant,Menu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d533041-Reviews-Kim_s_Restaurant-Los_Angeles_California.html
3860,4041,La Conversation,"Cafe, French",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d509403-Reviews-La_Conversation-West_Hollywood_California.html
3861,4042,Hudson Lobby,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5480771-Reviews-Hudson_Lobby-Los_Angeles_California.html
3862,4043,Poke-Ya,"Seafood, HawaiianMenu",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12876959-Reviews-Poke_Ya-Los_Angeles_California.html
3863,4044,Bronco Burrito,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4650794-Reviews-Bronco_Burrito-Los_Angeles_California.html
3864,4045,Sushi Sai,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32738-d509327-Reviews-Sushi_Sai-Monterey_Park_California.html
3865,4046,Little Ongpin,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5065798-Reviews-Little_Ongpin-Los_Angeles_California.html
3866,4047,Amazing Thai Cuisine,ThaiMenu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4633474-Reviews-Amazing_Thai_Cuisine-Los_Angeles_California.html
3867,4048,Lab,Cafe,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d9736987-Reviews-Lab-Los_Angeles_California.html
3868,4049,Spicy Lime Thai Cuisine,Thai,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13398697-Reviews-Spicy_Lime_Thai_Cuisine-Los_Angeles_California.html
3869,4050,Tatang,"Filipino, Asian",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d14132423-Reviews-Tatang-Los_Angeles_California.html
3870,4051,Miyako Sushi,"Japanese, Bar",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5242754-Reviews-Miyako_Sushi-Los_Angeles_California.html
3871,4052,Mi Ranchito Veracruz,MexicanMenu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d14915393-Reviews-Mi_Ranchito_Veracruz-Los_Angeles_California.html
3872,4053,Pierre Garden Restaurant,French,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d2537131-Reviews-Pierre_Garden_Restaurant-Glendale_California.html
3873,4054,Whole Foods Market,Cafe,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11719141-Reviews-Whole_Foods_Market-Los_Angeles_California.html
3874,4055,Rincon Taurino,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d949604-Reviews-Rincon_Taurino-Los_Angeles_California.html
3875,4056,Sushi Yuzu,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d348217-Reviews-Sushi_Yuzu-Los_Angeles_California.html
3876,4057,Hache,"Mexican, AmericanMenu",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d14093684-Reviews-Hache-Los_Angeles_California.html
3877,4058,Piara Pizza,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4809853-Reviews-Piara_Pizza-Los_Angeles_California.html
3878,4059,California Wok,"Chinese, Healthy",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d472452-Reviews-California_Wok-Los_Angeles_California.html
3879,4060,Popeyes Louisiana Kitchen,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4251520-Reviews-Popeyes_Louisiana_Kitchen-Los_Angeles_California.html
3880,4061,Banchan A La Carte,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4822914-Reviews-Banchan_A_La_Carte-Los_Angeles_California.html
3881,4062,SKD Tofu house,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13942566-Reviews-SKD_Tofu_house-Los_Angeles_California.html
3882,4063,Food Fair by Diego,American,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3359718-Reviews-Food_Fair_by_Diego-Los_Angeles_California.html
3883,4064,In-N-Out Burger,"American, Fast Food",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4249223-Reviews-In_N_Out_Burger-Los_Angeles_California.html
3884,4065,Tommy's Restaurant,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32738-d4948558-Reviews-Tommy_s_Restaurant-Monterey_Park_California.html
3885,4066,El Pollo Loco,"Mexican, SpanishMenu",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4251568-Reviews-El_Pollo_Loco-Los_Angeles_California.html
3886,4067,Ma'am Sir,Polynesian,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15660041-Reviews-Ma_am_Sir-Los_Angeles_California.html
3887,4068,Century Dragon,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5099495-Reviews-Century_Dragon-Los_Angeles_California.html
3888,4069,Mama Chela's Kitchen,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11434441-Reviews-Mama_Chela_s_Kitchen-Los_Angeles_California.html
3889,4070,Centinela Cafe,"Mexican, American",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d533098-Reviews-Centinela_Cafe-Los_Angeles_California.html
3890,4071,Old Country Cafe,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d4818254-Reviews-Old_Country_Cafe-Alhambra_California.html
3891,4072,Five Leaves LA,American,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d17385130-Reviews-Five_Leaves_LA-Los_Angeles_California.html
3892,4073,Little Caesars,Pizza,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4254178-Reviews-Little_Caesars-Los_Angeles_California.html
3893,4074,Beefsteak,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11768327-Reviews-Beefsteak-Los_Angeles_California.html
3894,4075,Tacos y Birria La Unica,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d14944372-Reviews-Tacos_y_Birria_La_Unica-Los_Angeles_California.html
3895,4076,California Pizza Kitchen Century City,"American, Pizza",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12614592-Reviews-California_Pizza_Kitchen_Century_City-Los_Angeles_California.html
3896,4077,Jersey Mike's Subs,Fast Food,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10450517-Reviews-Jersey_Mike_s_Subs-Los_Angeles_California.html
3897,4078,Little Orchids Restaurant,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4522562-Reviews-Little_Orchids_Restaurant-Los_Angeles_California.html
3898,4079,Gill's Old Fashioned Ice Cream,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5099010-Reviews-Gill_s_Old_Fashioned_Ice_Cream-Los_Angeles_California.html
3899,4080,Thai BBQ,"Barbecue, Thai",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4249871-Reviews-Thai_BBQ-Los_Angeles_California.html
3900,4081,Okrumong,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d9721021-Reviews-Okrumong-Los_Angeles_California.html
3901,4082,El Sauz No 2,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d14149344-Reviews-El_Sauz_No_2-Glendale_California.html
3902,4083,Scratch Bar,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d4831640-Reviews-Scratch_Bar-Beverly_Hills_California.html
3903,4084,Baohaus,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12598090-Reviews-Baohaus-Los_Angeles_California.html
3904,4085,Stadium Club,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8809813-Reviews-Stadium_Club-Los_Angeles_California.html
3905,4086,Blaze Pizza,PizzaMenu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13285245-Reviews-Blaze_Pizza-Los_Angeles_California.html
3906,4087,CJ's Cafe,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4247752-Reviews-CJ_s_Cafe-Los_Angeles_California.html
3907,4088,Mariscos Las Islas Marias Al Estilo Nayarit,"Mexican, Seafood",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32515-d1091872-Reviews-Mariscos_Las_Islas_Marias_Al_Estilo_Nayarit-Huntington_Park_California.html
3908,4089,Baklava Factory,"Lebanese, Mediterranean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d930007-Reviews-Baklava_Factory-Los_Angeles_California.html
3909,4090,Charleys Philly Steaks,"American, Fast FoodMenu",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d17124244-Reviews-Charleys_Philly_Steaks-Los_Angeles_California.html
3910,4091,Chipotle Mexican Grill,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5065404-Reviews-Chipotle_Mexican_Grill-Los_Angeles_California.html
3911,4092,The Salsa Bar,Mexican,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4946627-Reviews-The_Salsa_Bar-Los_Angeles_California.html
3912,4093,Campos Tacos,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5085878-Reviews-Campos_Tacos-Los_Angeles_California.html
3913,4094,Cauldron Ice cream,AmericanMenu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d13977864-Reviews-Cauldron_Ice_cream-Glendale_California.html
3914,4095,Rubio's Coastal Grill,SeafoodMenu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4457357-Reviews-Rubio_s_Coastal_Grill-Los_Angeles_California.html
3915,4096,Shin Peking Restaurant,Chinese,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d533996-Reviews-Shin_Peking_Restaurant-Los_Angeles_California.html
3916,4097,Diablo Urban Taco,Mexican,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3542006-Reviews-Diablo_Urban_Taco-Los_Angeles_California.html
3917,4098,Hyperslow,Cafe,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10830123-Reviews-Hyperslow-Los_Angeles_California.html
3918,4099,Kam Hong Garden,"Chinese, Asian",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32738-d1314779-Reviews-Kam_Hong_Garden-Monterey_Park_California.html
3919,4100,Pazzo Gelateria,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5038226-Reviews-Pazzo_Gelateria-Los_Angeles_California.html
3920,4101,Rush Street,"American, Bar",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32272-d1106539-Reviews-Rush_Street-Culver_City_California.html
3921,4102,Sasaya,Japanese,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d926243-Reviews-Sasaya-Los_Angeles_California.html
3922,4103,Coronado's Mexican Restaurant and Bar,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2707980-Reviews-Coronado_s_Mexican_Restaurant_and_Bar-Los_Angeles_California.html
3923,4104,The Thirsty Crow,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4729662-Reviews-The_Thirsty_Crow-Los_Angeles_California.html
3924,4105,Zahle Restaurant,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4658809-Reviews-Zahle_Restaurant-Los_Angeles_California.html
3925,4106,Grill Trimana,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8071394-Reviews-Grill_Trimana-Los_Angeles_California.html
3926,4107,Santino's,"Argentinean, South American",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3815964-Reviews-Santino_s-Los_Angeles_California.html
3927,4108,El Hatuchay,Latin,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d858014-Reviews-El_Hatuchay-Los_Angeles_California.html
3928,4109,Churro Stix,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5209863-Reviews-Churro_Stix-Los_Angeles_California.html
3929,4110,Taqueria Los Altos,MexicanMenu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32057-d4951860-Reviews-Taqueria_Los_Altos-Bell_Gardens_California.html
3930,4111,MacLeod Ale Brewing,"Brew Pub, Pub",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8499556-Reviews-MacLeod_Ale_Brewing-Los_Angeles_California.html
3931,4112,Pizza Moon,"Italian, Mexican",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4230745-Reviews-Pizza_Moon-Los_Angeles_California.html
3932,4113,Rubio's,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2617529-Reviews-Rubio_s-Los_Angeles_California.html
3933,4114,Subway,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4247006-Reviews-Subway-Los_Angeles_California.html
3934,4115,Shakey's Pizza Parlor,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d6893956-Reviews-Shakey_s_Pizza_Parlor-Los_Angeles_California.html
3935,4116,Pizza 90,Pizza,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12699488-Reviews-Pizza_90-Los_Angeles_California.html
3936,4117,Popeyes Louisiana Kitchen,Fast FoodMenu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5241648-Reviews-Popeyes_Louisiana_Kitchen-Los_Angeles_California.html
3937,4118,I Love Sweetea,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5073048-Reviews-I_Love_Sweetea-Los_Angeles_California.html
3938,4119,Kao Cafe,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4628577-Reviews-Kao_Cafe-Los_Angeles_California.html
3939,4120,MV Grab & Go,"American, Fast Food",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d14088812-Reviews-MV_Grab_Go-Los_Angeles_California.html
3940,4121,Paul's Kitchen,Chinese,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d9593978-Reviews-Paul_s_Kitchen-Los_Angeles_California.html
